post_date,verified,resultid,submittingmemberid,submittingplayerid,winner1id,win1_utr,win1_verutr,loser1id,los1_utr,los1_verutr,score,gamesplayed,finalized
2019-04-19,myutr,15478603,152793,1180772,1180772,9.43,0.0,1327482,8.06,0.0,"6-1, 6-1",14,1
2019-04-23,myutr,15537695,155134,790271,790271,,4.55,992857,,2.51,"6-1, 6-1",14,1
2019-04-22,myutr,15530287,20175,191755,191755,5.81,5.71,436597,4.71,4.8,"6-2, 6-0",14,1
2019-04-24,myutr,15577590,163169,927392,927391,,,927392,,,"6-2, 3-3",14,0
2019-04-23,myutr,15537040,190072,1228488,1228488,,3.01,1313231,4.0,0.0,"6-2, 6-0",14,1
2019-04-25,myutr,15589564,178268,778318,778318,9.0,6.28,1360545,,,"6-0, 6-2",14,0
2019-04-24,myutr,15585757,195285,169865,169865,,0.0,236190,4.5,0.0,"6-2, 6-0",14,1
2019-04-23,myutr,15537702,28748,190134,190134,,9.89,1042583,11.5,9.54,"6-2, 6-0",14,1
2019-04-22,myutr,15530072,10134,212591,212591,8.6,8.95,962213,7.5,8.1,"6-0, 6-2",14,1
2019-04-24,myutr,15541700,77756,664272,664272,,3.67,496773,4.0,3.12,8-6,14,1
2019-04-25,myutr,15586223,72317,192971,192971,,7.58,290974,,7.02,"6-1, 6-1",14,1
2019-04-25,myutr,15585991,30841,107316,107316,,9.89,162597,,9.68,"6-1, 6-1",14,1
2019-04-26,myutr,15604400,162786,310297,310297,11.0,9.64,310479,,8.87,"6-2, 6-0",14,1
2019-04-23,myutr,15531821,69640,251579,251579,5.32,5.21,775840,5.14,5.54,"6-1, 6-1",14,1
2019-04-25,myutr,15597076,195683,1360857,1360857,13.0,0.0,176163,,7.96,"6-1, 6-1",14,1
2019-04-22,myutr,15530235,21185,96451,96451,9.89,9.91,120048,9.33,9.39,"6-2, 6-0",14,1
2019-04-23,myutr,15534307,117812,310461,310461,4.0,7.7,858867,,5.24,"6-0, 6-2",14,1
2019-04-24,myutr,15557606,169218,1287755,1287755,5.0,0.0,1013255,1.0,2.9,"6-2, 6-0",14,1
2019-04-22,myutr,15530125,78542,384138,384138,6.11,6.29,384444,3.79,3.86,"6-0, 6-2",14,1
2019-04-25,myutr,15589228,120668,140380,140380,8.0,6.97,299134,,6.77,"6-1, 6-1",14,1
2019-04-24,myutr,15568157,30790,284975,100319,14.0,10.18,284975,,6.6,"6-0, 6-2",14,1
2019-04-24,myutr,15557613,169218,1287755,1287755,5.0,0.0,943309,1.0,3.59,"6-1, 6-1",14,1
2019-04-23,myutr,15537716,39523,1286084,1286084,,8.2,116981,8.68,8.78,"7-6, 1-0",14,1
2019-04-25,myutr,15586219,112819,130923,130923,9.0,8.18,832770,,5.68,"6-2, 6-0",14,1
2019-04-23,myutr,15537644,128426,492982,302092,,8.79,492982,8.0,7.01,"3-5, 4-1, 1-0",14,1
2019-04-24,myutr,15566698,77902,937715,937715,6.5,2.33,1093487,2.63,2.64,8-6,14,1
2019-04-22,myutr,15530191,105275,893603,893603,6.0,5.31,883511,,1.87,"6-2, 6-0",14,1
2019-04-24,myutr,15582642,72843,312976,312976,,7.93,312975,,7.85,"6-1, 6-1",14,1
2019-04-22,myutr,15530215,42321,99738,99738,7.84,7.71,382538,,5.5,"6-0, 6-2",14,1
2019-04-24,myutr,15567954,38997,133650,120684,,0.0,133650,,7.61,8-6,14,1
2019-04-23,myutr,15533846,80752,809885,694312,,5.59,809885,,3.84,8-6,14,1
2019-04-24,myutr,15585532,72843,312976,311887,,9.08,312976,,7.93,"6-2, 6-0",14,1
2019-04-22,myutr,15530102,114580,214199,214199,4.91,4.8,858912,5.33,5.39,8-6,14,1
2019-04-22,myutr,15530274,21185,96451,96451,9.89,9.91,474969,,7.08,"6-0, 6-2",14,1
2019-04-22,myutr,15530138,130541,1233492,1233492,11.96,12.09,735680,11.89,12.33,"6-1, 6-1",14,1
2019-04-23,myutr,15530386,21185,96451,96451,9.89,9.91,169783,6.5,7.33,"6-2, 6-0",14,1
2019-04-24,myutr,15568029,162612,657448,657448,10.0,8.57,123143,,9.43,"6-1, 6-1",14,1
2018-11-13,myutr,13688093,97922,862588,916082,6.41,0.0,862588,4.58,0.0,"6-1, 6-1",14,1
2019-04-24,myutr,15585609,73464,875987,875987,,7.65,456048,,5.93,"6-0, 6-2",14,1
2019-04-24,myutr,15568185,23968,1309836,1309836,,10.41,80717,,9.8,"6-2, 6-0",14,1
2019-04-23,myutr,15530422,112906,921190,975896,7.41,7.37,921190,5.32,5.29,"6-1, 6-1",14,1
2019-04-22,myutr,15530239,21185,96451,96451,9.89,9.91,262425,8.07,8.1,"6-2, 6-0",14,1
2019-04-24,myutr,15552138,5602,192211,192211,11.0,8.75,72607,9.22,9.5,"6-2, 6-0",14,1
2019-04-24,myutr,15541686,79929,214671,214671,,7.5,728098,,0.0,"6-0, 6-1",13,1
2019-04-25,myutr,15598169,158412,700916,700916,,5.25,700917,,2.04,"6-0, 6-1",13,1
2019-04-22,myutr,15529959,62623,300612,300612,,7.13,1314249,,8.09,7-6,13,0
2019-04-24,myutr,15557614,169218,1287755,1287755,5.0,0.0,1013255,1.0,2.9,"6-1, 6-0",13,1
2019-04-24,myutr,15537803,20547,181919,102143,6.76,6.87,181919,5.88,5.86,8-5,13,1
2019-04-23,myutr,15536990,175126,1302922,63582,,7.57,1302922,,4.43,"6-0, 6-1",13,1
2019-04-22,myutr,15530179,86968,243137,217478,10.71,10.72,243137,8.49,8.47,"6-1, 6-0",13,1
2019-04-24,myutr,15585605,85593,229740,229740,,5.94,251579,5.32,5.21,"6-0, 6-1",13,1
2019-04-23,myutr,15537691,115336,235202,235202,8.0,8.81,762171,,8.02,"6-1, 6-0",13,1
2019-04-24,myutr,15541704,77756,664272,664272,,3.67,496773,4.0,3.12,8-5,13,1
2019-04-23,myutr,15537662,56280,291776,102600,,6.78,291776,,7.43,7-6,13,1
2019-04-23,myutr,15530375,26679,128481,128481,8.35,8.28,147651,9.13,9.17,7-6,13,1
2019-04-23,myutr,15530455,169637,1288337,1241575,1.34,1.12,1288337,1.6,1.29,"4-1, 5-3",13,1
2019-04-24,myutr,15585781,36563,182245,182245,,9.39,176049,,8.35,"6-1, 6-0",13,1
2019-04-22,myutr,15530176,86968,243137,119387,,11.58,243137,8.49,8.47,"6-1, 6-0",13,1
2019-04-24,myutr,15585716,114441,957111,957111,2.0,3.21,1027357,,4.17,8-5,13,0
2019-04-26,myutr,15604401,93883,852379,222720,,0.0,852379,6.0,5.55,"6-0, 6-1",13,0
2019-04-23,myutr,15537635,46236,242274,242274,3.09,0.0,284681,,0.0,"6-1, 6-0",13,1
2019-04-24,myutr,15563638,117643,370997,370997,7.0,7.37,472318,,6.46,"6-1, 6-0",13,1
2019-04-23,myutr,15531862,50229,131292,131292,7.02,7.03,561313,7.36,7.44,7-6,13,1
2019-04-24,myutr,15585727,157937,596074,596074,,5.04,637858,5.0,6.01,8-5,13,1
2019-04-24,myutr,15585813,175243,921794,921794,9.0,3.71,868141,1.0,2.1,7-6,13,1
2019-04-24,myutr,15565723,118922,937062,197488,,6.86,937062,6.0,0.0,"6-0, 6-1",13,1
2019-04-24,myutr,15552139,5602,192211,149507,,10.96,192211,11.0,8.75,"6-0, 6-1",13,1
2019-04-25,myutr,15585966,112646,100319,100319,14.0,10.18,100333,,9.43,"6-1, 6-0",13,1
2018-11-25,myutr,13856683,20325,129382,129382,6.6,6.97,946067,7.0,4.45,"6-1, 6-0",13,1
2019-04-25,myutr,15585956,29108,206996,206996,,7.27,129215,6.38,6.47,"6-1, 6-0",13,1
2019-04-23,myutr,15537610,22099,533893,950728,5.92,5.91,533893,,5.21,"4-2, 4-3",13,1
2019-04-23,myutr,15530380,9616,125857,125857,7.7,7.57,259548,6.35,6.52,"6-1, 6-0",13,1
2019-04-24,myutr,15585815,175243,921794,929337,5.0,4.21,921794,9.0,3.71,7-6,13,1
2019-04-25,myutr,15585845,163595,555018,555018,,2.57,634996,4.0,3.21,8-5,13,1
2019-04-23,myutr,15535171,188141,1331148,1331148,2.0,0.0,1357429,,,"6-1, 6-0",13,0
2019-04-25,myutr,15585983,112646,100319,100319,14.0,10.18,183641,,6.57,"6-1, 6-0",13,1
2019-04-23,myutr,15533460,179014,625197,977473,11.0,7.98,625197,,8.09,"4-3, 1-4, 1-0",13,1
2019-04-24,myutr,15563641,117643,370997,370997,7.0,7.37,640205,6.0,5.98,"6-1, 6-0",13,1
2019-04-24,myutr,15552147,5602,192211,396517,,10.64,192211,11.0,8.75,"6-1, 6-0",13,1
2019-04-23,myutr,15530381,9616,125857,125857,7.7,7.57,250706,5.94,5.98,"6-0, 6-1",13,1
2019-04-24,myutr,15585810,168603,1304117,1304117,,5.17,661961,6.0,5.51,"4-1, 5-3",13,1
2019-04-23,myutr,15537668,172989,883530,883530,,2.54,798761,,4.05,8-5,13,0
2019-04-24,myutr,15585724,114441,957111,957111,2.0,3.21,932405,5.0,2.96,"6-0, 6-1",13,1
2019-04-26,myutr,15604421,93883,852379,852379,6.0,5.55,727733,,5.7,"6-0, 6-1",13,0
2019-04-23,myutr,15535132,18741,837064,63808,12.5,9.4,837064,,6.75,"6-1, 6-0",13,1
2019-04-25,myutr,15589352,120851,1034821,1034821,6.0,5.93,885852,5.0,0.0,"6-0, 6-1",13,1
2019-04-22,myutr,15530320,26679,128481,128481,8.35,8.28,101832,9.08,9.1,7-6,13,1
2019-04-24,myutr,15568160,30790,284975,100328,,9.26,284975,,6.6,"6-0, 6-1",13,1
2019-04-23,myutr,15531858,50229,131292,131292,7.02,7.03,561313,7.36,7.44,7-6,13,1
2019-04-26,myutr,15601840,84681,726406,726406,,9.91,929681,9.93,9.93,"6-1, 6-0",13,1
2019-04-23,myutr,15537658,87129,265624,265624,,4.44,1241823,5.54,5.43,7-6,13,1
2019-04-26,myutr,15598285,88128,895230,895230,,2.25,1250154,,3.89,8-5,13,1
2019-04-23,myutr,15531861,50229,131292,131292,7.02,7.03,562109,,7.24,7-6,13,0
2019-04-24,myutr,15563629,194926,130197,137705,,8.22,130197,,6.9,"7-5, 1-0",13,1
2019-04-23,myutr,15535133,18741,837064,175923,,10.05,837064,,6.75,"6-0, 6-1",13,1
2019-04-23,myutr,15533132,25588,117603,117603,10.74,11.07,695048,8.64,9.11,"6-1, 6-0",13,1
2019-04-26,myutr,15598262,27998,206958,206958,,7.67,293142,,6.24,"6-1, 6-0",13,0
2019-04-22,myutr,15530099,114580,214199,214199,4.91,4.8,932009,5.52,5.56,8-5,13,1
2019-04-24,myutr,15577605,118980,136646,249851,,4.88,136646,,5.77,"6-1, 6-0",13,1
2019-04-22,myutr,15530112,27942,118074,118074,10.31,10.29,175137,,7.15,"6-1, 6-0",13,1
2019-04-23,myutr,15536993,176063,1303906,1303906,5.0,0.0,1357477,,,7-6,13,0
2019-04-22,myutr,15530243,8605,615738,615738,9.89,10.14,120936,9.97,10.21,"6-1, 6-0",13,1
2019-04-26,myutr,15600864,64141,308748,318000,16.0,5.92,308748,,5.12,"4-2, 4-2",12,1
2019-04-22,myutr,15530208,64382,210234,210234,8.79,8.77,139360,8.52,8.7,8-4,12,1
2019-04-24,myutr,15541688,35300,163298,163298,,9.06,926215,9.39,9.43,8-4,12,1
2019-04-23,myutr,15531855,104339,748810,748810,2.59,2.6,652323,3.42,3.33,8-4,12,1
2019-04-23,myutr,15531815,69640,251579,251579,5.32,5.21,381965,6.47,6.52,7-5,12,1
2019-04-25,myutr,15589580,128397,496770,496770,4.0,3.48,272575,6.0,2.68,8-4,12,1
2019-04-24,myutr,15541669,50229,131292,131292,7.02,7.03,561313,7.36,7.44,8-4,12,1
2019-04-26,myutr,15605160,37968,294859,294859,,5.91,363433,4.0,3.87,"6-0, 6-0",12,1
2019-04-26,myutr,15599240,195803,1360930,1360930,5.0,0.0,233519,,8.47,"1-3, 7-0, 1-0",12,1
2019-04-24,myutr,15585729,157937,596074,199086,,7.6,596074,,5.04,8-4,12,1
2019-04-24,myutr,15585539,116088,177238,177238,4.61,4.67,1288081,7.0,6.49,"4-2, 1-4, 1-0",12,1
2019-04-25,myutr,15598175,93754,1337015,1337015,7.0,5.19,235977,,6.35,7-5,12,1
2019-04-24,myutr,15585714,195235,1359994,1229302,5.66,5.32,1359994,16.0,0.0,7-5,12,1
2019-04-25,myutr,15589578,128397,496770,496770,4.0,3.48,811599,,4.09,8-4,12,1
2019-04-26,myutr,15604538,147572,201964,201964,12.0,6.71,234439,,5.76,"6-0, 6-0",12,1
2019-04-23,myutr,15532970,53563,285810,157243,7.6,7.55,285810,8.75,8.8,6-6,12,1
2019-04-23,myutr,15535157,153702,1192167,1024068,,4.48,1192167,4.56,0.0,7-5,12,0
2019-04-25,myutr,15589220,79089,950222,950222,7.5,7.54,881380,,7.17,"6-0, 0-6",12,1
2019-04-24,myutr,15541642,140388,897180,897180,,2.49,995291,,2.42,8-4,12,1
2019-04-24,myutr,15557609,117337,933223,933223,4.0,0.0,1358148,,,"4-2, 4-2",12,0
2019-04-26,myutr,15600863,64141,308748,308748,,5.12,395971,,5.54,"4-2, 4-2",12,1
2019-04-24,myutr,15541659,87892,838175,838175,6.5,3.32,1285254,6.0,0.0,"6-4, 0-2",12,1
2019-04-23,myutr,15537618,70807,446414,446414,,5.92,929397,7.0,5.99,8-4,12,1
2019-04-25,myutr,15597095,37877,245489,245489,,7.8,775416,,7.33,"6-0, 6-0",12,1
2019-04-25,myutr,15597085,195683,1360857,129082,,7.58,1360857,13.0,0.0,"6-0, 6-0",12,1
2019-04-22,myutr,15530107,186128,986829,133640,,7.55,986829,4.84,4.09,"5-3, 4-0",12,1
2019-04-22,myutr,15530104,114580,214199,214199,4.91,4.8,840485,4.15,4.09,8-4,12,1
2019-04-25,myutr,15597084,37877,245489,230673,,7.99,245489,,7.8,"6-0, 6-0",12,1
2019-04-26,myutr,15603722,22677,167346,167346,,6.23,256650,,5.48,"6-0, 6-0",12,1
2019-04-26,myutr,15598297,49545,436237,71560,10.0,9.68,436237,,7.55,7-5,12,1
2019-04-24,myutr,15541661,133615,1030645,89158,,7.16,1030645,6.0,5.65,8-4,12,1
2019-04-24,myutr,15585801,195324,932836,932836,,3.41,921794,9.0,3.71,7-5,12,1
2019-04-24,myutr,15541537,163202,1257833,214502,,6.01,1257833,4.0,3.73,8-3,11,1
2019-04-23,myutr,15531880,66869,359933,359933,9.64,9.67,85702,9.99,10.02,8-3,11,1
2019-04-23,myutr,15530462,33268,187394,187394,9.87,9.85,62812,9.85,10.05,8-3,11,1
2019-04-25,myutr,15594481,60727,151933,151933,,8.26,1022721,14.0,7.38,8-3,11,1
2019-04-24,myutr,15585760,114441,957111,957111,2.0,3.21,375589,,3.64,8-3,11,1
2019-04-22,myutr,15530086,93754,1337015,210260,,7.78,1337015,7.0,5.19,8-3,11,1
2019-04-24,myutr,15537799,69640,251579,251579,5.32,5.21,798064,6.0,4.48,"4-2, 4-1",11,1
2019-04-22,myutr,15530358,69026,250651,96652,,10.68,250651,7.96,7.92,8-3,11,1
2019-04-23,myutr,15537657,87129,265624,1241823,5.54,5.43,265624,,4.44,8-3,11,1
2019-01-20,myutr,14447743,64840,292052,292052,5.14,4.96,1240789,5.31,0.0,"4-3, 4-0",11,1
2019-04-24,myutr,15537801,69640,251579,111874,,7.15,251579,5.32,5.21,"4-2, 4-1",11,1
2019-04-24,myutr,15563650,9490,119494,119494,,9.47,1059882,9.0,9.02,8-3,11,1
2019-04-24,myutr,15541640,140388,897180,897180,,2.49,811600,,2.91,8-3,11,1
2019-04-22,myutr,15530355,144009,971008,971008,4.51,4.54,1031067,3.68,0.0,8-3,11,1
2019-04-26,myutr,15598231,77756,664272,844203,3.0,2.35,664272,,3.67,6-4,10,1
2019-04-24,myutr,15585807,195324,932836,929337,5.0,4.21,932836,,3.41,6-4,10,1
2019-04-23,myutr,15537659,87129,265624,1241823,5.54,5.43,265624,,4.44,6-4,10,1
2019-04-24,myutr,15566686,20448,251471,251471,6.4,6.55,986785,,3.79,8-2,10,1
2019-04-23,myutr,15535156,153702,1192167,1192167,4.56,0.0,1024068,,4.48,6-4,10,0
2019-04-26,myutr,15604422,93883,852379,727733,,5.7,852379,6.0,5.55,6-4,10,0
2019-04-23,myutr,15535127,114223,825056,1344682,7.0,3.03,825056,2.0,4.07,6-4,10,1
2019-04-26,myutr,15604055,182045,844203,844203,3.0,2.35,664272,,3.67,6-4,10,1
2019-04-24,myutr,15568190,141157,1019301,60988,,0.0,1019301,7.0,0.0,6-4,10,1
2019-04-26,myutr,15604455,61692,382282,300632,,10.43,382282,,7.6,6-4,10,1
2019-04-23,myutr,15537660,87129,265624,1241823,5.54,5.43,265624,,4.44,6-4,10,1
2019-04-22,myutr,15530077,91765,909618,909618,7.98,8.34,981248,6.83,7.37,8-2,10,1
2019-04-24,myutr,15541702,175094,379017,379017,,8.5,384479,,8.92,"4-0, 1-4, 1-0",10,1
2019-04-23,myutr,15530457,62081,254513,128266,10.62,10.59,254513,9.14,9.21,8-2,10,1
2019-04-24,myutr,15576538,169700,951920,951919,,3.19,951920,,2.08,8-2,10,1
2019-04-23,myutr,15533462,111136,977473,977473,11.0,7.98,311811,,6.65,"4-0, 4-2",10,1
2019-04-25,myutr,15585948,108467,1093380,1093380,8.0,5.54,1360095,,,8-2,10,0
2019-04-24,myutr,15585803,195324,932836,932836,,3.41,615852,,2.06,6-4,10,1
2019-04-24,myutr,15566710,77902,937715,748751,,4.57,937715,6.5,2.33,8-2,10,1
2019-04-22,myutr,15530164,127763,962835,962835,1.0,0.0,964488,2.7,0.0,"2-1, 2-2, 2-1",10,1
2019-04-26,myutr,15598334,195803,1360930,1360930,5.0,0.0,233519,,8.47,"6-0, 4-0",10,1
2019-04-24,myutr,15577579,169738,951919,951919,,3.19,1353231,,1.05,8-2,10,1
2019-04-24,myutr,15577027,106049,266310,266310,,7.06,272594,,6.19,6-4,10,1
2019-04-24,myutr,15542676,154720,892925,892925,4.0,4.79,995163,5.0,4.59,6-4,10,1
2019-04-24,myutr,15563648,39809,195005,195005,,9.14,375916,,8.02,6-4,10,0
2019-04-24,myutr,15537775,59219,205924,205924,,6.15,1009148,,6.21,8-2,10,1
2019-04-23,myutr,15537170,128306,1344682,1344682,7.0,3.03,825056,2.0,4.07,6-4,10,1
2019-04-24,myutr,15537766,70807,446414,446414,,5.92,294767,,6.48,8-2,10,0
2019-04-24,myutr,15585817,175243,921794,295920,,2.19,921794,9.0,3.71,6-4,10,1
2019-04-23,myutr,15530416,126586,619577,246892,5.74,5.76,619577,4.69,4.67,"0-4, 4-1, 1-0",10,1
2019-04-24,myutr,15563647,39809,195005,195005,,9.14,956332,1.0,8.21,6-4,10,1
2019-04-22,myutr,15530137,116493,992430,992430,6.05,6.02,976432,6.21,6.59,8-2,10,1
2019-04-22,myutr,15530155,157955,929462,929462,4.64,4.63,833221,3.86,3.91,8-2,10,1
2019-04-22,myutr,15529889,87731,218629,218629,9.38,9.35,244999,8.97,9.01,"4-2, 4-0",10,1
2019-04-23,myutr,15530453,169637,1288337,1284237,2.3,2.33,1288337,1.6,1.29,"4-2, 4-0",10,1
2019-04-23,myutr,15535033,114223,825056,1284627,,0.0,825056,2.0,4.07,6-3,9,1
2019-04-24,myutr,15585709,20448,251471,251471,6.4,6.55,1290664,,7.19,8-1,9,1
2019-04-23,myutr,15537326,77756,664272,664272,,3.67,844203,3.0,2.35,6-3,9,1
2019-04-22,myutr,15530085,101921,408850,408850,4.98,4.97,669724,4.1,4.13,8-1,9,1
2019-04-24,myutr,15541544,127973,964393,964393,6.5,0.0,412878,5.0,5.31,6-3,9,1
2019-04-24,myutr,15563649,9490,119494,119494,,9.47,1059882,9.0,9.02,8-1,9,1
2019-04-22,myutr,15530249,153702,1192167,884130,4.98,4.98,1192167,4.56,0.0,6-3,9,1
2019-04-24,myutr,15585730,157937,596074,199086,,7.6,596074,,5.04,8-1,9,1
2018-12-05,myutr,14016565,19189,165468,165468,9.39,9.62,1287740,8.77,8.86,"4-0, 4-1",9,1
2019-01-20,myutr,14447742,64840,292052,292052,5.14,4.96,845460,4.84,4.83,"4-0, 4-1",9,1
2019-04-23,myutr,15535160,153702,1192167,1192167,4.56,0.0,399712,,3.05,6-3,9,0
2019-04-22,myutr,15530351,69026,250651,250651,7.96,7.92,224556,8.22,8.28,8-1,9,1
2019-04-23,myutr,15537708,113922,247753,247753,,7.44,171822,,6.17,8-1,9,1
2019-04-24,myutr,15585742,93754,1337015,1337015,7.0,5.19,800701,,5.17,7-2,9,1
2019-04-24,myutr,15585610,191404,174341,850318,,4.19,174341,,0.0,6-3,9,1
2019-04-22,myutr,15530181,95119,1194571,116667,10.29,10.28,1194571,10.09,10.19,"4-1, 4-0",9,1
2019-04-25,myutr,15598184,190155,207252,102465,16.0,6.83,207252,5.0,3.61,8-1,9,1
2019-04-24,myutr,15565734,59247,119298,119298,,7.68,188207,,8.74,6-3,9,1
2019-04-25,myutr,15594908,178255,938824,1228410,10.0,0.0,938824,9.0,5.4,6-3,9,1
2019-04-25,myutr,15586275,60727,151933,151933,,8.26,1022721,14.0,7.38,8-1,9,1
2019-04-25,myutr,15589571,186220,1327518,719318,,3.13,1327518,5.0,0.0,6-3,9,1
2019-04-22,myutr,15530124,93754,1337015,1337015,7.0,5.19,883530,,2.54,8-1,9,1
2019-04-26,myutr,15598331,195803,1360930,1360930,5.0,0.0,233519,,8.47,"6-0, 3-0",9,1
2019-04-24,myutr,15585802,195324,932836,932836,,3.41,295920,,2.19,6-3,9,1
2019-04-23,myutr,15533393,181733,658684,658684,2.54,0.0,1333433,4.02,4.14,6-3,9,1
2019-04-25,myutr,15594406,93326,390079,390079,,0.0,408470,,7.13,"4-1, 4-0",9,1
2019-04-24,myutr,15541678,11612,791362,791362,,10.47,101027,,11.3,6-3,9,1
2019-04-24,myutr,15585536,143330,410812,918728,,2.44,410812,5.0,0.0,5-4,9,1
2019-04-22,myutr,15530081,117130,932649,1357006,,,932649,4.5,0.0,6-3,9,0
2019-04-24,myutr,15541655,194933,1357689,743106,,5.15,1357689,4.0,0.0,6-3,9,1
2019-04-23,myutr,15531875,78479,118759,118759,9.76,9.72,241928,10.94,10.98,6-3,9,1
2019-04-24,myutr,15541677,11612,791362,791362,,10.47,660655,,11.77,6-3,9,1
2019-01-20,myutr,14447737,64840,292052,292052,5.14,4.96,913354,3.96,4.0,"4-0, 4-0",8,1
2019-04-26,myutr,15600851,180846,1326287,228839,,6.87,1326287,3.0,2.1,8-0,8,1
2019-04-24,myutr,15577580,169738,951919,951919,,3.19,1353140,2.0,1.57,8-0,8,1
2019-04-24,myutr,15585764,140662,297368,1310047,16.0,5.6,297368,11.0,4.92,4-4,8,1
2019-04-22,myutr,15530146,127763,962835,962835,1.0,0.0,964487,2.0,0.0,"1-1, 2-1, 2-1",8,1
2019-04-22,myutr,15530317,26679,128481,128481,8.35,8.28,259489,7.17,7.19,6-2,8,1
2019-04-25,myutr,15585967,133602,960623,960623,,5.39,811565,10.0,4.55,8-0,8,1
2019-04-23,myutr,15530395,122969,948093,948093,5.2,0.0,916955,4.54,0.0,"4-0, 4-0",8,1
2019-04-24,myutr,15566681,20448,251471,251471,6.4,6.55,191373,7.0,6.1,8-0,8,1
2019-04-24,myutr,15568335,143614,841177,558126,,6.45,841177,4.0,2.76,6-2,8,1
2019-04-24,myutr,15585805,195324,932836,932836,,3.41,868141,1.0,2.1,6-2,8,1
2019-04-25,myutr,15598193,190155,207252,102465,16.0,6.83,207252,5.0,3.61,6-2,8,1
2019-04-23,myutr,15531851,128616,206194,206194,7.37,7.33,232717,,8.59,6-2,8,1
2019-04-23,myutr,15537733,121340,839901,1022749,,7.92,839901,6.58,6.8,6-2,8,1
2019-04-22,myutr,15529890,87731,218629,218629,9.38,9.35,243836,8.46,8.47,"4-0, 4-0",8,1
2019-04-24,myutr,15585812,175243,921794,921794,9.0,3.71,1015947,6.0,2.74,6-2,8,1
2019-04-22,myutr,15530116,193314,1350648,1357016,,,1350648,7.0,0.0,6-2,8,0
2019-04-23,myutr,15537687,88254,137784,137784,,9.35,148361,,10.1,6-2,8,1
2019-04-22,myutr,15530312,26679,128481,128481,8.35,8.28,194689,10.36,10.49,6-2,8,1
2019-04-26,myutr,15598337,195803,1360930,1360930,5.0,0.0,1027559,,3.63,8-0,8,0
2019-04-22,myutr,15530248,83864,262196,262196,4.0,3.9,1309306,,1.19,6-2,8,0
2019-04-22,myutr,15530083,25214,60920,60920,1.79,0.0,61611,2.38,0.0,6-2,8,1
2019-04-23,myutr,15530401,97922,862588,1341399,6.0,0.0,862588,4.58,0.0,6-2,8,0
2019-04-24,myutr,15585606,195196,1359942,981638,,3.34,1359942,6.0,0.0,6-1,7,1
2019-04-23,myutr,15530433,177449,1297090,375900,,6.15,1297090,,1.9,6-1,7,1
2019-04-22,myutr,15530328,105844,980319,980319,3.0,4.67,644506,,0.0,6-1,7,0
2019-04-22,myutr,15530308,26679,128481,128481,8.35,8.28,197367,6.72,6.76,6-1,7,1
2019-03-21,myutr,15048180,76825,1191713,1191713,7.19,7.13,1313441,8.91,9.11,6-1,7,1
2019-01-07,myutr,14343192,16379,1063238,1063238,7.67,0.0,588094,5.33,0.0,6-1,7,1
2019-04-24,myutr,15537777,42271,213654,213654,8.93,8.64,119823,,10.75,"2-2, 2-1",7,1
2019-03-17,myutr,15018313,172308,1295295,1296774,8.27,0.0,1295295,6.42,0.0,4-3,7,1
2019-04-23,myutr,15530436,137806,194671,194671,3.29,3.25,374199,3.85,3.92,6-1,7,1
2019-04-23,myutr,15537699,140685,1353104,1353104,11.54,0.0,200820,10.03,10.24,6-1,7,1
2019-04-24,myutr,15585804,195324,932836,932836,,3.41,1015947,6.0,2.74,6-1,7,1
2019-04-23,myutr,15537706,26679,128481,128481,8.35,8.28,116031,,7.29,6-1,7,1
2019-02-13,myutr,14714830,19189,165468,165468,9.39,9.62,1287740,8.77,8.86,4-3,7,1
2019-03-02,myutr,14873271,172308,1295295,1295295,6.42,0.0,1296776,6.29,0.0,4-3,7,1
2019-04-24,myutr,15585811,175243,921794,921794,9.0,3.71,615852,,2.06,6-1,7,1
2019-03-23,myutr,15072560,172308,1295295,1295295,6.42,0.0,1316139,6.12,0.0,4-3,7,1
2019-04-26,myutr,15600837,82970,245135,245135,,5.44,368280,,6.64,6-1,7,1
2019-04-26,myutr,15598225,186220,1327518,1327518,5.0,0.0,943786,5.5,1.76,6-1,7,1
2019-04-23,myutr,15537018,182045,844203,844203,3.0,2.35,496773,4.0,3.12,4-2,6,1
2019-03-02,myutr,14873277,172308,1295295,1295295,6.42,0.0,1298234,5.42,0.0,4-2,6,1
2019-04-24,myutr,15585806,195324,932836,932836,,3.41,918773,,2.82,6-0,6,1
2019-04-25,myutr,15589575,178255,938824,938824,9.0,5.4,1360567,,,6-0,6,0
2019-04-24,myutr,15585711,135789,996344,996344,8.0,8.19,1199766,8.0,0.0,6-0,6,1
2019-04-24,myutr,15577028,106049,266310,266310,,7.06,240204,,4.94,6-0,6,1
2019-04-25,myutr,15589579,195196,1359942,1359942,6.0,0.0,713858,,4.76,6-0,6,1
2019-04-25,myutr,15589574,178255,938824,938824,9.0,5.4,1360567,,,6-0,6,0
2019-04-23,myutr,15530435,169637,1288337,1288337,1.6,1.29,1325635,1.17,0.0,4-1,5,1
2019-04-22,myutr,15530126,193314,1350648,1350648,7.0,0.0,1357016,,,4-1,5,0
2019-04-22,myutr,15530189,187980,1330909,1010883,6.0,4.78,1330909,1.0,1.76,4-1,5,1
2019-03-02,myutr,14873278,172308,1295295,1296774,8.27,0.0,1295295,6.42,0.0,4-1,5,1
2019-04-22,myutr,15530111,172640,1105093,1197422,5.0,2.81,1105093,2.0,1.89,3-2,5,1
