post_date,verified,resultid,submittingmemberid,submittingplayerid,winner1id,win1_utr,win1_verutr,loser1id,los1_utr,los1_verutr,score,gamesplayed,finalized
2019-04-25,myutr,15589427,180636,1286838,482566,,2.31,1286838,,2.31,"6-1, 6-4",17,0
2019-04-26,myutr,15598267,88128,895230,895230,,2.25,895230,,2.25,"6-4, 6-1",17,1
2019-04-23,myutr,15537652,77756,664272,634996,4.0,3.21,664272,,3.67,"6-1, 3-6, 1-0",17,1
2019-04-25,myutr,15589496,22677,167346,167346,,6.23,976559,,6.22,"6-1, 6-4",17,1
2019-04-24,myutr,15541636,114223,825056,238947,,5.77,825056,2.0,4.07,"6-3, 6-2",17,1
2019-04-24,myutr,15585710,32897,142252,142252,,6.74,142239,,6.05,"6-2, 6-3",17,1
2019-04-26,myutr,15598342,195803,1360930,1360930,5.0,0.0,233519,,8.47,"7-1, 5-3, 1-0",17,1
2019-04-24,myutr,15541641,42408,603456,603456,,7.22,202818,,4.99,"6-4, 6-1",17,1
2019-04-24,myutr,15541631,27998,206958,206958,,7.67,368280,,6.64,"6-2, 6-3",17,1
2019-04-25,myutr,15589357,123481,827356,827356,5.0,4.73,909547,6.5,5.19,"6-2, 6-3",17,1
2019-04-24,myutr,15537770,188462,827971,827971,,3.95,370443,,6.03,"6-2, 6-3",17,1
2019-04-22,myutr,15530261,70007,756427,756427,6.79,6.75,297851,7.68,7.81,"6-1, 6-4",17,1
2019-04-22,myutr,15530127,107975,1196318,1196318,6.31,6.36,1250705,7.24,7.21,"1-6, 6-3, 1-0",17,1
2019-04-23,myutr,15534049,134891,634859,634859,8.0,6.96,298762,,7.02,"6-1, 6-4",17,1
2019-04-26,myutr,15598326,195803,1360930,1360930,5.0,0.0,233519,,8.47,"6-0, 6-0, 5-0",17,1
2019-04-24,myutr,15585537,77606,312368,312976,,7.93,312368,,8.27,"6-3, 6-2",17,1
2019-04-23,myutr,15533357,9781,116146,116146,8.1,8.02,1313639,7.54,7.56,"6-2, 6-3",17,1
2019-04-26,myutr,15604081,93883,852379,852379,6.0,5.55,880542,,0.0,"6-2, 6-3",17,0
2019-04-24,myutr,15578829,72444,102646,102646,,8.8,820655,,7.93,"6-3, 6-2",17,1
2019-04-23,myutr,15532972,61583,94665,94665,9.22,9.23,189903,,9.76,"0-6, 6-4, 1-0",17,0
2019-04-25,myutr,15585863,56731,117745,117745,,9.18,99441,,9.75,"6-4, 6-1",17,1
2019-04-24,myutr,15585735,157937,596074,295580,7.0,5.95,596074,,5.04,"6-3, 6-2",17,1
2019-04-24,myutr,15563634,88641,981432,981432,8.0,6.28,94639,,7.49,"6-1, 6-4",17,1
2019-04-25,myutr,15598202,90140,843440,843440,4.0,4.23,1241279,,2.75,"6-4, 6-1",17,0
2019-04-26,myutr,15605178,79041,794785,794785,,6.42,1361454,,,"6-3, 6-2",17,0
2019-04-25,myutr,15589581,123381,1288641,1288641,5.44,5.59,1245733,,3.26,"6-2, 6-3",17,1
2019-04-24,myutr,15540237,100075,927149,378607,,6.23,927149,6.0,5.75,"6-3, 6-2",17,1
2019-04-22,myutr,15530117,27942,118074,98334,10.61,10.65,118074,10.31,10.29,"2-6, 6-2, 1-0",17,1
2019-04-22,myutr,15530276,37847,1301834,1301834,10.1,10.05,132986,9.33,9.46,"6-3, 6-2",17,1
2019-04-24,myutr,15585782,61106,1360066,116755,,7.89,1360066,,7.32,"6-2, 6-3",17,1
2019-04-24,myutr,15541635,69640,251579,1009378,,6.27,251579,5.32,5.21,"6-1, 6-4",17,0
2019-04-23,myutr,15530368,24696,98334,85663,11.03,11.06,98334,10.61,10.65,"6-1, 6-4",17,1
2019-04-26,myutr,15598224,195743,1360908,1229302,5.66,5.32,1360908,16.0,0.0,"6-3, 6-2",17,1
2019-04-26,myutr,15598269,88128,895230,895230,,2.25,1250154,,3.89,"6-4, 6-1",17,1
2019-04-23,myutr,15531852,159412,430306,430306,12.0,7.79,934932,,5.54,"6-3, 6-2",17,0
2019-04-23,myutr,15533126,61583,94665,94665,9.22,9.23,214753,9.1,9.63,"6-2, 6-3",17,1
2019-04-25,myutr,15586220,112819,130923,130923,9.0,8.18,110537,6.86,7.03,"6-2, 6-3",17,1
2019-04-23,myutr,15533226,42672,117599,117599,9.71,9.98,130178,8.71,9.01,"6-2, 6-3",17,1
2019-04-24,myutr,15585762,80502,809887,809887,,0.0,928350,1.0,0.0,"6-1, 6-4",17,1
2019-04-23,myutr,15537019,91267,188640,188640,,5.93,221034,7.0,6.56,"6-2, 6-3",17,1
2019-04-23,myutr,15537014,76751,402301,4393,,13.33,402301,,11.23,"6-2, 6-3",17,0
2019-04-23,myutr,15535153,35648,412882,412882,6.75,6.65,287621,,6.97,"6-3, 6-2",17,1
2019-04-24,myutr,15537808,71174,117162,802584,,10.92,117162,,8.94,"6-4, 6-1",17,1
2019-04-22,myutr,15530250,70007,756427,149635,7.31,7.33,756427,6.79,6.75,"2-6, 6-2, 1-0",17,1
2019-04-23,myutr,15531870,84025,296326,296326,5.18,5.32,102137,5.37,5.54,"6-2, 6-3",17,1
2019-04-24,myutr,15541646,20012,185743,185743,,9.55,85572,,10.65,"6-2, 6-3",17,1
2019-04-24,myutr,15585792,175243,921794,921794,9.0,3.71,661250,,3.31,"6-4, 6-1",17,1
2019-04-26,myutr,15604390,22677,167346,144122,,8.39,167346,,6.23,"6-3, 6-2",17,1
2019-04-24,myutr,15537778,34100,128266,128266,10.62,10.59,359933,9.64,9.67,"6-2, 6-3",17,1
2019-04-22,myutr,15530119,194116,876034,876034,5.0,0.0,1357011,,,"6-3, 6-2",17,0
2019-04-23,myutr,15530464,33268,187394,85512,11.64,11.67,187394,9.87,9.85,"6-1, 6-4",17,1
2019-04-25,myutr,15597081,195683,1360857,1360857,13.0,0.0,86766,,10.62,"6-2, 6-3",17,1
2019-04-24,myutr,15541690,35300,163298,163298,,9.06,200797,,8.7,"6-3, 6-2",17,1
2019-04-24,myutr,15564889,96706,371610,371610,,5.86,652379,5.4,5.42,"6-3, 6-2",17,1
2019-04-24,myutr,15541623,69640,251579,129433,,6.65,251579,5.32,5.21,"6-3, 6-2",17,1
2019-04-22,myutr,15530151,130541,1233492,1233492,11.96,12.09,167958,11.8,12.16,"6-2, 6-3",17,1
2019-04-23,myutr,15530454,34100,128266,128266,10.62,10.59,150877,11.27,11.34,"6-2, 2-6, 1-0",17,1
2019-04-24,myutr,15568191,105515,894130,894130,16.0,4.5,962510,,4.57,9-8,17,1
2019-04-22,myutr,15530359,48076,210797,119044,7.35,7.35,210797,7.1,7.11,"6-2, 6-3",17,1
2019-04-23,myutr,15530398,112906,921190,921190,5.32,5.29,836870,6.92,7.11,"6-3, 6-2",17,1
2019-04-24,myutr,15585761,141256,719355,719355,6.0,4.01,827560,3.24,3.1,"6-3, 6-2",17,1
2019-04-23,myutr,15531835,100631,878214,878214,4.6,4.44,881615,4.92,4.98,"6-2, 6-3",17,1
2019-04-24,myutr,15537781,69640,251579,229765,,6.72,251579,5.32,5.21,"6-3, 6-2",17,1
2019-04-23,myutr,15536991,42271,213654,213654,8.93,8.64,1194200,10.33,10.49,"4-3, 8-2",17,1
2019-04-23,myutr,15537609,22099,533893,533893,,5.21,391236,,4.23,9-8,17,0
2019-04-26,myutr,15601051,89335,857008,224214,,9.85,857008,8.0,7.16,"6-2, 6-3",17,1
2019-04-23,myutr,15537633,46236,242274,253941,8.0,7.62,242274,3.09,0.0,"6-4, 6-1",17,1
2019-04-24,myutr,15541679,32461,172703,172703,,8.77,971081,1.0,8.46,"6-2, 6-3",17,1
2019-04-24,myutr,15585808,168603,1304117,1304117,,5.17,1028703,,4.83,"6-2, 6-3",17,1
2019-04-24,myutr,15541648,31751,272594,272594,,6.19,266310,,7.06,"6-3, 6-2",17,1
2019-04-24,myutr,15585717,195235,1359994,1229302,5.66,5.32,1359994,16.0,0.0,"6-1, 6-4",17,1
2019-04-26,myutr,15598218,69640,251579,186665,,6.36,251579,5.32,5.21,"3-6, 6-1, 1-0",17,1
2019-04-23,myutr,15530430,26469,190218,216126,7.51,7.52,190218,6.46,6.59,"6-2, 6-3",17,1
2019-04-24,myutr,15585793,175243,921794,921794,9.0,3.71,840624,,3.33,"6-3, 6-2",17,1
2019-04-22,myutr,15530224,31034,287316,287316,,5.05,219653,,5.78,"6-0, 4-6, 1-0",17,0
2019-04-22,myutr,15530115,18381,185738,183856,11.65,11.69,185738,10.0,9.97,"6-4, 6-1",17,1
2019-04-24,myutr,15537802,61630,188173,188173,,8.44,241041,,7.3,"6-3, 6-1",16,1
2019-04-24,myutr,15568184,23968,1309836,1309836,,10.41,128309,,9.66,"6-1, 6-3",16,1
2019-04-25,myutr,15587057,47130,1250927,1250927,,8.86,224549,,9.2,"6-2, 6-2",16,1
2019-04-23,myutr,15537631,46236,242274,268444,6.66,6.65,242274,3.09,0.0,"6-0, 6-4",16,1
2019-04-24,myutr,15537804,151899,228794,228794,,5.01,794619,,4.3,"6-3, 6-1",16,1
2019-04-22,myutr,15530336,171258,873637,120933,5.94,6.03,873637,4.01,3.68,"6-4, 6-0",16,1
2019-04-23,myutr,15534288,117812,310461,310461,4.0,7.7,310689,,6.79,"6-3, 6-1",16,1
2019-04-22,myutr,15530084,63607,165334,165334,,0.0,474546,,0.0,"6-3, 6-1",16,0
2019-04-22,myutr,15530180,67771,449223,449223,4.91,4.93,391046,4.1,4.17,"6-3, 6-1",16,1
2019-04-24,myutr,15552143,5602,192211,192211,11.0,8.75,893597,,8.49,"6-3, 6-1",16,1
2019-04-24,myutr,15566680,194802,1357559,1233131,11.0,9.88,1357559,11.0,0.0,"6-3, 6-1",16,1
2018-12-12,myutr,14122828,19189,165468,165468,9.39,9.62,152087,5.6,5.84,"6-1, 6-3",16,1
2019-04-24,myutr,15566677,105288,893606,893606,6.0,5.38,410067,,5.01,"6-3, 6-1",16,0
2019-04-24,myutr,15585723,128941,957524,957524,4.0,4.96,288496,,3.65,"6-3, 6-1",16,1
2019-04-22,myutr,15530152,14314,89147,89147,10.79,10.94,1054807,11.24,11.59,"6-4, 4-2",16,1
2019-04-22,myutr,15530252,135367,228553,228553,7.89,8.34,407837,6.48,6.7,"6-2, 6-2",16,1
2019-04-22,myutr,15530275,20175,191755,191755,5.81,5.71,436597,4.71,4.8,"6-2, 6-2",16,1
2019-04-26,myutr,15600865,72843,312976,312021,,9.31,312976,,7.93,"2-6, 6-1, 1-0",16,1
2019-04-22,myutr,15530285,45469,68826,68826,7.53,7.48,1063085,,6.52,"6-3, 6-1",16,0
2019-04-25,myutr,15585938,112811,920979,920979,6.0,5.49,290493,,5.21,"6-3, 6-1",16,1
2019-04-23,myutr,15533387,6350,931298,931298,9.05,9.31,398485,8.84,9.36,"6-3, 6-1",16,1
2019-04-23,myutr,15537330,22099,533893,533893,,5.21,159517,,4.66,"6-4, 6-0",16,1
2019-04-23,myutr,15530376,9616,125857,125857,7.7,7.57,209758,6.55,6.55,"6-2, 6-2",16,1
2019-04-23,myutr,15531811,80285,802424,802424,,4.13,1199278,11.0,0.0,"6-4, 6-0",16,1
2019-04-25,myutr,15585958,29108,206996,206996,,7.27,104966,6.07,6.06,"6-2, 6-2",16,1
2019-04-24,myutr,15541674,46171,945466,945466,9.0,8.28,118490,,8.68,"6-0, 6-4",16,1
2019-04-23,myutr,15530418,45469,68826,68826,7.53,7.48,1063085,,6.52,"6-4, 6-0",16,0
2019-04-25,myutr,15587918,184516,220956,220956,8.0,6.67,860232,5.4,6.11,"6-2, 6-2",16,1
2019-04-26,myutr,15604053,22677,167346,167346,,6.23,1288996,7.0,0.0,"6-3, 6-1",16,1
2019-04-23,myutr,15535130,18741,837064,67232,,8.53,837064,,6.75,"6-2, 6-2",16,1
2019-04-25,myutr,15598174,157737,933539,422994,,6.55,933539,,4.59,"6-2, 6-2",16,0
2019-04-25,myutr,15589566,117987,935559,278172,11.0,9.31,935559,8.0,8.3,"6-2, 6-2",16,1
2019-04-22,myutr,15530221,190716,313675,313675,7.74,7.68,309553,8.25,8.33,"6-2, 6-2",16,1
2019-01-15,myutr,14420556,118760,891444,547069,10.0,0.0,891444,,,"6-2, 6-2",16,1
2019-04-24,myutr,15563630,63817,237795,237795,,8.77,268214,,7.45,"6-2, 6-2",16,1
2019-04-23,myutr,15537697,155134,790271,395115,,5.03,790271,,4.55,"3-6, 6-0, 1-0",16,1
2019-04-22,myutr,15530207,42321,99738,96515,9.24,9.25,99738,7.84,7.71,"6-2, 6-2",16,1
2019-04-26,myutr,15604537,117295,933309,220978,6.0,0.0,933309,16.0,0.0,"6-4, 6-0",16,1
2019-04-25,myutr,15586273,195463,829977,829977,,1.76,829968,,,"6-4, 6-0",16,0
2019-04-24,myutr,15537797,69640,251579,1313652,6.0,8.11,251579,5.32,5.21,"6-3, 6-1",16,1
2019-04-23,myutr,15530443,47670,1025907,206451,9.75,9.72,1025907,9.63,9.6,"6-3, 6-1",16,1
2019-04-22,myutr,15530247,21185,96451,96451,9.89,9.91,286806,8.67,8.68,"6-4, 6-0",16,1
2019-04-25,myutr,15585981,112646,100319,100319,14.0,10.18,216541,,8.77,"6-3, 6-1",16,1
2019-04-22,myutr,15530260,24869,128983,128983,9.64,9.67,227885,9.27,9.33,"6-1, 6-3",16,1
2019-04-26,myutr,15600870,141272,976057,976057,10.0,5.21,406715,,5.47,"6-2, 6-2",16,1
2019-04-24,myutr,15557607,169218,1287755,1287755,5.0,0.0,705324,,2.16,"6-1, 6-3",16,1
2019-04-25,myutr,15585972,112646,100319,100319,14.0,10.18,120365,,8.93,"6-2, 6-2",16,1
2019-04-22,myutr,15530349,161473,977045,977045,6.14,6.13,977149,,5.97,"6-1, 6-3",16,0
2019-04-25,myutr,15585974,112646,100319,100319,14.0,10.18,151933,,8.26,"6-3, 6-1",16,1
2019-04-23,myutr,15531825,24636,120926,120926,10.22,10.22,120929,9.38,9.39,"6-1, 6-3",16,1
2019-04-25,myutr,15585962,112646,100319,100319,14.0,10.18,130546,,10.05,"6-3, 6-1",16,1
2019-04-25,myutr,15589246,123441,223860,223860,15.0,6.83,449153,,5.46,"6-2, 6-2",16,1
2019-04-22,myutr,15530291,87778,1241823,1241823,5.54,5.43,265628,6.68,6.9,"6-3, 6-1",16,1
2019-04-26,myutr,15600852,112616,943673,943673,8.5,6.04,1361132,,,"6-4, 6-0",16,0
2019-04-23,myutr,15535139,35648,412882,412882,6.75,6.65,246377,,0.0,"6-4, 6-0",16,1
2019-04-26,myutr,15598329,195803,1360930,1360930,5.0,0.0,233519,,8.47,"8-0, 8-0",16,1
2019-04-24,myutr,15577601,13026,557207,557207,9.0,0.0,230474,,7.19,"6-3, 6-1",16,0
2019-04-24,myutr,15563643,119204,1309282,368427,,5.9,1309282,11.0,5.41,"6-3, 6-1",16,0
2019-04-22,myutr,15530325,133431,992794,1019148,2.79,2.56,992794,1.95,1.96,"6-4, 6-0",16,1
2019-04-24,myutr,15541650,31751,272594,272594,,6.19,240204,,4.94,"6-2, 6-2",16,1
2019-04-23,myutr,15537701,140685,1353104,1353104,11.54,0.0,815196,,6.21,"6-1, 6-3",16,1
2019-04-22,myutr,15530145,163077,1254031,1254031,9.06,8.82,747287,9.7,9.78,"6-2, 6-2",16,1
2019-04-23,myutr,15537641,39841,102459,102459,,7.66,119699,,6.25,"6-3, 6-1",16,1
2019-04-23,myutr,15537709,46576,194112,194112,,6.15,225006,,6.75,"6-1, 2-6, 1-0",16,1
2019-04-22,myutr,15530238,130087,300696,300696,6.99,7.02,589424,,5.58,"6-3, 6-1",16,0
2019-04-23,myutr,15537020,193262,843617,843617,,6.41,1326013,,6.92,"6-3, 6-0",15,1
2019-04-22,myutr,15530195,84686,930638,930638,7.65,0.0,183045,,0.0,"6-3, 6-0",15,1
2019-04-26,myutr,15605176,61692,382282,300632,,10.43,382282,,7.6,"6-1, 6-2",15,1
2019-04-22,myutr,15530075,38350,272751,272751,7.8,7.76,268217,7.91,7.96,"6-2, 6-1",15,1
2019-04-24,myutr,15585604,56280,291776,291776,,7.43,383309,,5.45,"6-2, 6-1",15,1
2019-04-25,myutr,15589576,163169,927392,927389,,4.42,927392,,,"6-1, 6-2",15,0
2019-04-23,myutr,15534308,61102,657808,657808,,4.81,219735,,5.13,"6-2, 6-1",15,1
2019-04-24,myutr,15541654,102230,1041898,1041898,7.0,5.65,125770,,4.94,"6-3, 6-0",15,1
2019-04-24,myutr,15537765,70807,446414,446414,,5.92,291378,,8.68,8-7,15,0
2019-04-23,myutr,15537015,70914,149635,149635,7.31,7.33,221034,7.0,6.56,"6-2, 6-1",15,1
2019-04-23,myutr,15530451,169637,1288337,1288337,1.6,1.29,1306373,1.08,1.0,"5-4, 4-2",15,1
2019-04-23,myutr,15537629,46236,242274,242274,3.09,0.0,268444,6.66,6.65,"6-2, 6-1",15,1
2019-04-22,myutr,15530192,67771,449223,909621,,9.34,449223,4.91,4.93,"6-2, 6-1",15,1
2019-04-24,myutr,15585814,168603,1304117,661961,6.0,5.51,1304117,,5.17,"6-1, 6-2",15,1
2019-04-22,myutr,15530331,59598,152290,152290,8.56,8.52,991591,8.03,8.09,"6-1, 6-2",15,1
2019-04-23,myutr,15533235,44836,96319,96319,9.45,9.82,130178,8.71,9.01,"6-4, 2-3",15,1
2019-04-23,myutr,15537762,181728,634996,634996,4.0,3.21,555018,,2.57,"6-1, 6-2",15,1
2019-04-24,myutr,15585538,72843,312976,312021,,9.31,312976,,7.93,"6-2, 6-1",15,1
2019-04-24,myutr,15585787,61106,1360066,70300,,9.42,1360066,,7.32,"6-1, 6-2",15,1
2019-04-25,myutr,15589249,41292,156676,156676,,6.24,231532,,3.56,"6-1, 6-2",15,1
2019-04-23,myutr,15530473,78006,177155,177155,,7.98,209758,6.55,6.55,"6-2, 6-1",15,1
2019-04-24,myutr,15553233,22518,252160,63858,,9.15,252160,,7.97,"6-0, 6-3",15,1
2019-04-23,myutr,15537173,38138,215564,215564,,10.34,269252,,8.3,"6-3, 6-0",15,1
2019-04-23,myutr,15535167,37567,316064,316064,,7.69,304528,,6.17,"6-1, 6-2",15,0
2019-04-24,myutr,15537779,70007,756427,1008553,11.0,10.7,756427,6.79,6.75,"6-2, 6-1",15,1
2019-04-24,myutr,15568180,23968,1309836,1309836,,10.41,363694,,10.0,"6-1, 6-2",15,1
2019-04-24,myutr,15537805,142933,384747,384747,9.0,9.11,376754,,8.89,"6-2, 6-1",15,1
2019-04-24,myutr,15564957,120172,270738,270738,5.05,4.98,269161,8.0,5.95,"6-1, 6-2",15,1
2019-04-25,myutr,15585979,115144,169094,947724,,9.61,169094,,6.39,"6-1, 6-2",15,1
2019-04-24,myutr,15565293,99094,872302,872302,8.0,6.07,875533,,3.95,"6-2, 6-1",15,1
2019-04-25,myutr,15585973,112646,100319,100319,14.0,10.18,216541,,8.77,"6-2, 6-1",15,1
2019-04-25,myutr,15598159,195686,927389,927389,,4.42,927392,,,"6-1, 6-2",15,1
2019-04-22,myutr,15530096,124372,221947,221947,6.05,5.86,124169,6.3,6.57,"6-2, 6-1",15,1
2019-04-24,myutr,15585765,59514,292637,292637,9.18,9.22,836412,10.0,9.66,"6-3, 6-0",15,1
2019-04-21,myutr,15501270,152793,1180772,1180772,9.43,0.0,426426,8.25,0.0,"6-2, 6-1",15,1
2019-04-24,myutr,15576537,92221,918117,918117,,0.0,172382,7.81,7.88,"6-3, 6-0",15,1
2019-04-22,myutr,15530217,34781,236698,118158,8.7,8.71,236698,8.8,8.8,"1-6, 6-1, 1-0",15,1
2019-04-23,myutr,15537661,154832,241989,241989,6.0,0.0,957205,,4.26,"6-2, 6-1",15,1
2019-04-26,myutr,15604290,93883,852379,852379,6.0,5.55,880542,,0.0,"6-2, 6-1",15,0
2019-04-24,myutr,15567955,190572,1334916,296946,,11.75,1334916,0.0,0.0,8-7,15,0
2019-04-25,myutr,15589302,71745,790503,790503,,8.86,118028,,7.74,"6-0, 6-3",15,1
2018-11-13,myutr,13682412,97922,862588,1014148,4.73,0.0,862588,4.58,0.0,"6-6, 2-1",15,1
2019-04-16,myutr,15421069,152793,1180772,1180772,9.43,0.0,1320066,6.26,0.0,"6-1, 6-2",15,1
2019-04-23,myutr,15537679,62012,157109,157109,,7.81,112003,,7.56,"6-2, 6-1",15,1
2019-04-23,myutr,15533443,55244,822397,822397,,7.81,531961,,7.64,"6-1, 6-2",15,1
2019-02-10,myutr,14688634,5837,910217,910217,,12.2,295676,7.49,7.6,"6-1, 6-2",15,1
2019-04-26,myutr,15604402,93883,852379,222720,,0.0,852379,6.0,5.55,"6-2, 6-1",15,0
2019-04-24,myutr,15577595,71074,249851,249851,,4.88,136646,,5.77,"6-1, 6-2",15,1
2019-04-25,myutr,15589453,24296,132153,132153,,7.0,164933,,4.72,"6-1, 6-2",15,1
2019-04-23,myutr,15531824,24636,120926,120926,10.22,10.22,120930,9.08,8.91,"6-1, 6-2",15,1
2019-04-25,myutr,15585942,98528,870812,870812,6.5,4.01,1360092,,,"6-3, 6-0",15,0
2019-04-23,myutr,15531812,163624,748631,748631,6.61,6.5,295119,5.75,5.78,"6-0, 6-3",15,1
2019-04-24,myutr,15585775,48149,251500,251500,,7.04,573269,,7.56,"6-1, 6-2",15,1
2019-04-23,myutr,15537033,77920,680546,223031,,8.79,680546,,6.03,"6-0, 6-3",15,1
2019-04-26,myutr,15604423,93883,852379,852379,6.0,5.55,727733,,5.7,"6-2, 6-1",15,0
2019-04-22,myutr,15529601,56938,598210,598210,6.68,6.64,1328416,7.7,8.58,"6-2, 6-1",15,1
2019-04-25,myutr,15589553,193262,843617,843617,,6.41,791708,,5.9,"6-1, 6-2",15,1
2019-04-25,myutr,15585957,114266,1018861,1018861,9.5,10.26,852417,10.0,0.0,"6-3, 6-0",15,1
2019-04-24,myutr,15585777,61106,1360066,361812,,9.24,1360066,,7.32,"6-2, 6-1",15,1
2019-04-23,myutr,15530426,26469,190218,130897,,9.56,190218,6.46,6.59,"6-1, 6-2",15,1
2019-04-24,myutr,15541687,180926,1241758,944385,,3.12,1241758,3.0,1.49,"6-2, 6-1",15,1
2019-04-23,myutr,15530414,20728,154293,154293,9.18,9.31,114850,8.6,9.03,"6-1, 6-2",15,1
2019-04-26,myutr,15598207,102132,882682,882682,8.0,6.12,179750,,6.34,"6-1, 6-2",15,1
2019-04-26,myutr,15600850,86072,908926,908926,6.96,7.1,286345,,0.0,"6-3, 6-0",15,1
2019-04-25,myutr,15597089,195683,1360857,1360857,13.0,0.0,197710,10.0,8.89,"6-1, 6-2",15,1
2019-04-25,myutr,15585986,87458,837082,837082,6.0,0.0,1360113,,,"6-1, 6-2",15,0
2019-04-24,myutr,15585794,100500,1314535,1314535,12.0,9.71,367384,,5.12,"6-2, 6-1",15,1
2019-04-22,myutr,15530135,107975,1196318,147912,,9.82,1196318,6.31,6.36,"6-0, 6-3",15,1
2019-04-22,myutr,15530173,86968,243137,98463,,12.42,243137,8.49,8.47,"6-3, 6-0",15,1
2019-04-22,myutr,15530269,21185,96451,96451,9.89,9.91,183556,8.29,8.3,"6-1, 6-2",15,1
2019-04-25,myutr,15585952,125314,204286,204286,,7.85,171126,,7.85,"6-2, 6-1",15,1
2019-04-22,myutr,15530130,107975,1196318,1300125,7.62,7.91,1196318,6.31,6.36,"6-2, 6-1",15,1
2019-04-22,myutr,15530193,42321,99738,99738,7.84,7.71,248300,6.98,7.0,"6-2, 6-1",15,1
2019-04-23,myutr,15537012,81335,298589,298589,,9.34,267373,,7.44,"6-2, 6-1",15,0
2019-04-25,myutr,15585989,112646,100319,100319,14.0,10.18,125917,,8.28,"6-1, 6-2",15,1
2019-04-23,myutr,15537646,8260,5030,5030,,13.6,77493,13.12,13.56,"6-3, 6-0",15,1
2019-04-22,myutr,15530147,95119,1194571,414452,11.4,11.77,1194571,10.09,10.19,"6-1, 6-2",15,1
2019-04-25,myutr,15586030,112819,130923,130923,9.0,8.18,222031,,5.94,"6-3, 6-0",15,1
2019-04-23,myutr,15531856,134938,994649,994649,7.24,7.02,1036306,8.24,8.66,"6-2, 6-1",15,1
2019-04-18,myutr,15464560,152793,1180772,1180772,9.43,0.0,1330548,7.3,0.0,"6-2, 6-1",15,1
2019-04-26,myutr,15604424,93883,852379,852379,6.0,5.55,727733,,5.7,"6-1, 6-2",15,0
2019-04-24,myutr,15585772,19508,837733,837733,,9.37,103119,,8.69,"6-3, 6-0",15,1
2019-04-22,myutr,15530289,58838,126336,126336,8.89,8.94,240820,6.87,6.88,"6-1, 6-1",14,1
2019-04-23,myutr,15532973,126406,977776,977776,4.36,4.33,1028625,3.17,3.26,"6-0, 6-2",14,1
2019-01-05,myutr,14339511,5837,910217,910217,,12.2,121407,8.76,8.81,"6-1, 6-1",14,1
2019-04-23,myutr,15530392,92204,790542,790542,6.25,6.21,236555,5.56,5.68,"6-0, 6-2",14,1
2019-04-23,myutr,15531813,69640,251579,251579,5.32,5.21,787136,4.17,4.23,"6-0, 6-2",14,1
2019-04-25,myutr,15589510,24296,132153,803301,,8.65,132153,,7.0,"6-1, 6-1",14,1
2019-04-22,myutr,15530241,21185,96451,96451,9.89,9.91,262425,8.07,8.1,"6-2, 6-0",14,1
2019-04-24,myutr,15585774,19508,837733,837733,,9.37,977466,9.0,8.2,"6-1, 6-1",14,1
2019-04-23,myutr,15530403,76479,473586,473586,6.71,6.28,412882,6.75,6.65,"6-2, 6-0",14,1
2019-04-25,myutr,15597068,171228,1292078,1292078,1.0,0.0,525409,,0.0,8-6,14,0
2019-04-24,myutr,15568162,131535,980226,1358616,,,980226,3.0,0.0,"6-1, 6-1",14,0
2019-04-24,myutr,15546093,135088,258695,130897,,9.56,258695,3.93,0.0,"6-2, 6-0",14,1
2019-04-22,myutr,15530319,139330,546644,215527,6.61,6.57,546644,6.1,6.17,"6-2, 6-0",14,1
2019-04-24,myutr,15568247,13436,91537,91537,,9.08,615994,,7.31,"6-2, 6-0",14,1
2019-04-24,myutr,15541675,46171,945466,127876,,9.68,945466,9.0,8.28,"6-0, 6-2",14,1
2019-04-23,myutr,15531814,49159,260851,130132,9.6,9.6,260851,8.05,8.06,"6-0, 6-2",14,1
2019-04-25,myutr,15585940,112811,920979,157148,,7.58,920979,6.0,5.49,"6-1, 6-1",14,1
2019-04-23,myutr,15532344,66869,359933,359933,9.64,9.67,203753,,7.07,"6-0, 6-2",14,1
2019-04-24,myutr,15568164,131535,980226,980226,3.0,0.0,707393,,1.15,"6-1, 6-1",14,0
2019-04-25,myutr,15589241,28196,136474,136474,6.42,6.65,161417,,7.51,8-6,14,1
2019-04-23,myutr,15534481,37567,316064,316064,,7.69,1349014,,7.08,"6-1, 6-1",14,0
2019-04-25,myutr,15585844,182045,844203,555018,,2.57,844203,3.0,2.35,8-6,14,1
2019-04-23,myutr,15531823,24636,120926,120926,10.22,10.22,252040,8.88,8.91,"6-0, 6-2",14,1
2019-04-24,myutr,15557616,19508,837733,837733,,9.37,229449,,9.09,"6-2, 6-0",14,1
2019-04-23,myutr,15537651,172109,177665,177665,,5.45,265034,,4.05,8-6,14,1
2019-04-23,myutr,15537649,56280,291776,291776,,7.43,297549,,6.17,"6-4, 3-1",14,1
2019-04-24,myutr,15568245,195107,1358622,1358622,3.0,0.0,1358624,,,"6-1, 6-1",14,0
2019-04-22,myutr,15529896,67522,191250,191250,9.39,9.35,154221,8.43,8.46,"6-1, 6-1",14,1
2019-04-23,myutr,15534549,37567,316064,316064,,7.69,917201,,6.95,"6-0, 6-2",14,0
2019-04-23,myutr,15534025,80752,809885,809885,,3.84,396700,,3.43,"6-1, 6-1",14,1
2019-04-23,myutr,15530448,116088,177238,177238,4.61,4.67,374099,5.46,5.45,"6-3, 3-2",14,1
