PlayerID,Rank
28717,635
41668,636
42667,637
45298,638
45666,639
51256,640
51634,641
51715,642
54228,643
56847,644
58594,645
64318,646
69244,647
71505,648
72464,649
76978,650
81748,651
87295,652
87919,653
93396,654
137404,655
156090,656
160416,657
166417,658
171010,659
175894,660
182775,661
191111,662
191865,663
195354,664
201746,665
205024,666
207038,667
216459,668
254044,669
259634,670
273160,671
286985,672
370573,673
690111,674
748939,675
880583,676
3772,677
3897,678
4019,679
4057,680
4108,681
4154,682
4207,683
4341,684
4514,685
4712,686
10153,687
28414,688
42919,689
45368,690
45590,691
49924,692
49979,693
53028,694
54547,695
54883,696
55027,697
56521,698
56797,699
57180,700
57433,701
58363,702
64515,703
67428,704
69248,705
70373,706
74185,707
76943,708
91084,709
94897,710
114589,711
169671,712
171016,713
179979,714
203235,715
203822,716
207662,717
251138,718
254189,719
263508,720
290842,721
303997,722
365483,723
412654,724
809538,725
811884,726
847361,727
919337,728
3681,729
3727,730
3820,731
3842,732
3913,733
3955,734
4200,735
4220,736
4227,737
4318,738
4334,739
4407,740
4506,741
4569,742
6433,743
6819,744
27191,745
28055,746
28560,747
39539,748
44292,749
49885,750
51206,751
51306,752
51651,753
51799,754
53204,755
57251,756
62220,757
67423,758
69327,759
69839,760
72550,761
73952,762
82478,763
87185,764
91125,765
94598,766
161921,767
169607,768
196281,769
200307,770
207059,771
207519,772
210419,773
212742,774
214555,775
217639,776
251681,777
262790,778
273063,779
277819,780
371374,781
374518,782
734602,783
741693,784
858870,785
3829,786
3876,787
3944,788
4084,789
4162,790
4166,791
4398,792
4496,793
4698,794
4733,795
4919,796
51322,797
51938,798
53944,799
54026,800
54113,801
54156,802
55965,803
56440,804
56735,805
57216,806
58417,807
85308,808
90335,809
135645,810
142054,811
154139,812
163432,813
166504,814
167756,815
200399,816
200744,817
217510,818
230116,819
247320,820
298671,821
319598,822
360441,823
363017,824
368898,825
3552,826
3838,827
3914,828
4133,829
4136,830
4204,831
4499,832
4786,833
9702,834
10148,835
28066,836
39897,837
45561,838
45655,839
49927,840
51227,841
51795,842
54847,843
56083,844
70624,845
76882,846
79622,847
84486,848
86897,849
87732,850
141552,851
189654,852
218320,853
271079,854
288418,855
367746,856
370562,857
374220,858
375887,859
729006,860
841924,861
3763,862
3771,863
3774,864
3896,865
3898,866
4419,867
4532,868
4655,869
4997,870
53118,871
53320,872
54863,873
55848,874
55926,875
59389,876
67547,877
69220,878
71483,879
73620,880
75239,881
76845,882
83043,883
86242,884
86387,885
86388,886
95524,887
115538,888
137335,889
158263,890
205437,891
206797,892
244631,893
297495,894
439496,895
471824,896
846214,897
872283,898
3489,899
3778,900
3900,901
4035,902
4127,903
4501,904
4516,905
47138,906
51300,907
52842,908
54196,909
54550,910
57534,911
64525,912
64566,913
65263,914
69043,915
85450,916
91984,917
98734,918
125251,919
137287,920
158197,921
198728,922
205432,923
207493,924
244346,925
830070,926
3769,927
4572,928
4637,929
4905,930
28083,931
45581,932
45619,933
51639,934
53276,935
54044,936
54729,937
56629,938
57422,939
59385,940
66330,941
72311,942
86294,943
115191,944
209541,945
212016,946
235413,947
380736,948
669250,949
4370,950
50824,951
55414,952
56760,953
87963,954
99124,955
158788,956
216970,957
257014,958
282010,959
3550,960
3553,961
4125,962
4375,963
4629,964
7327,965
28048,966
42689,967
45574,968
51333,969
51434,970
52920,971
53070,972
54079,973
54415,974
55419,975
71205,976
74739,977
74813,978
89761,979
98989,980
154537,981
167844,982
167899,983
216450,984
218160,985
291513,986
741933,987
751617,988
926490,989
28520,990
53462,991
65515,992
72278,993
87903,994
216298,995
3585,996
3589,997
3952,998
4001,999
4037,1000
4352,1001
4752,1002
6858,1003
9674,1004
34201,1005
45637,1006
51663,1007
51809,1008
52528,1009
54064,1010
64312,1011
115506,1012
125000,1013
202388,1014
206683,1015
216423,1016
800123,1017
59370,1018
114666,1019
200392,1020
4094,1021
4123,1022
4647,1023
4717,1024
51742,1025
53939,1026
57425,1027
70622,1028
71162,1029
80810,1030
167878,1031
191801,1032
206745,1033
943670,1034
27419,1035
65798,1036
70690,1037
163983,1038
675323,1039
4129,1040
4279,1041
66326,1042
67412,1043
259687,1044
4327,1045
67591,1046
203204,1047
51704,1048
3646,1049
3696,1050
74928,1051
49884,1052
